name,lat,lon,type,osm_type,osm_id
Bell House,16.3989705,120.6182385,museum,way,109375754
Bell Amphitheater,16.3988781,120.6178355,attraction,way,109508305
Lion's Head,16.3676081,120.6060033,attraction,way,109582851
Map of the Phil. Islands,16.361963,120.6193579,attraction,way,109582856
Air Force Park,16.3603448,120.6192371,park,way,109604298
Relics Point (WW 2),16.3710604,120.6245719,attraction,way,109610900
BenCab Museum,16.4106002,120.5503446,museum,way,112289880
Igorot Garden,16.412964,120.594603,garden,way,156176452
Filipino Japanese Friendship Park,16.4049484,120.5972228,park,way,190596441
Maryknoll Ecological Sanctuary,16.4008194,120.5888248,park,way,190600140
Baguio Post Office Park,16.4114087,120.5990985,park,way,190727901
Orchidarium,16.4105835,120.5927368,garden,way,190775316
The Laperal White House,16.4110825,120.6047215,attraction,way,190923177
Camp John Hay Art Park,16.3994452,120.6133599,park,way,191045719
Little Camp John Hay,16.3999545,120.6184813,park,way,208430120
Phiilippine American Friendship Garden,16.4001984,120.6184999,park,way,208430121
Arko Ni Apo Art Gallery,16.4298091,120.5762186,museum,way,209022140
Tam-Awan Village,16.4299701,120.5766313,attraction,way,209022152
Baguio Museum Incorporated,16.407022,120.5984309,museum,way,209340226
Panagbenga Park,16.4035796,120.6056752,park,way,210041223
Potenciano Ilustrio Memorial,16.4122042,120.615403,park,way,210041243
Liberty Park,16.3989633,120.617084,park,way,210592585
PEZA Park,16.3807598,120.6181093,park,way,255558970
Cathedral of the Resurrection,16.4238091,120.5935181,attraction,way,259323535
Burnham Park,16.4079978,120.5947726,heritage,way,330642136
Mini Park,16.4122343,120.5970562,park,way,331533444
Children's Playground,16.4093153,120.5941382,playground,way,331613097
Pacdal Circle Park,16.4162983,120.6153488,park,way,331614611
Tabanda Park,16.4497961,120.5902158,park,way,376934361
Navy Base Playground,16.4188095,120.6108119,playground,way,397578451
South Drive Park,16.4073185,120.6096975,park,way,452221056
Igorot Stairs,16.4090878,120.600763,attraction,way,461649222
Fort Del Pilar Gatehouse,16.3728604,120.628896,attraction,way,475601745
Miner's Garden,16.4055106,120.6384666,garden,way,485818189
Baguio Gallery,16.4119651,120.6006045,gallery,way,488671112
Rotary Friendship Park,16.4105489,120.6035323,park,way,488674996
SLU Park,16.4182839,120.5976774,park,way,514199154
San Roque Village Mini Park with Grotto,16.4126506,120.5822907,garden,way,543335614
Sky Ranch Baguio,16.4068116,120.5999405,theme_park,way,570550425
Senior Citizen Park,16.4272286,120.5865801,garden,way,575553127
Grade 6 Garden,16.403327,120.6043192,garden,way,577077283
Math Garden,16.4032269,120.6045266,garden,way,577077285
Science Garden,16.4033167,120.6044692,garden,way,577077289
Grade 5 Garden,16.4032203,120.6044584,garden,way,577077291
SPG Garden,16.4034477,120.6043391,garden,way,577077294
Quadrangle,16.4030909,120.6046623,playground,way,577077300
Grade 4 Garden,16.4033617,120.6045468,garden,way,577077325
Petersville Field,16.3864685,120.6002653,park,way,612199392
Petersville Field,16.3869766,120.5998598,park,way,612199393
Mount Costa,16.4437443,120.5516837,attraction,way,670348824
Meeting Place,16.4466499,120.5735304,park,way,692703327
Ibaloi Park,16.4099983,120.5934267,park,way,770591281
Mini-park,16.414476,120.5918151,park,way,840825080
Butterfly Sanctuary,16.3981787,120.6167825,zoo,way,926215324
Rosco C. Mandapats Barangay Park,16.404263,120.604891,park,way,951637546
The Plaza Garden,16.4134608,120.5951479,garden,way,1019052427
Irisan Ecopark Viewdeck,16.410416,120.5595599,viewpoint,way,1022492633
Igorot Stone Kingdom,16.4319774,120.5750628,theme_park,way,1034070960
Tip Top View Deck,16.4322365,120.5753927,viewpoint,way,1040055540
Igorot Goldmine,16.4319207,120.5753616,attraction,way,1040363522
Igorot Goldmine,16.4319033,120.5753137,attraction,way,1040363529
Igorot Goldmine,16.4318776,120.5753311,attraction,way,1040363530
Kids Avenue,16.4141805,120.5942366,playground,way,1054152633
Kiddie Rides,16.4140919,120.5942461,amusement_arcade,way,1054355662
Quad,16.4230204,120.5842071,park,way,1102444208
Marian Salubong View Deck,16.4091791,120.5810941,viewpoint,way,1173799739
Sam's Agritourism Park,16.4062213,120.5602574,attraction,way,1174545030
Session Road,16.4125352,120.5971927,attraction,way,1190964348
Secret Garden,16.3978628,120.619036,garden,way,1191320585
Butterfly House,16.4035058,120.6057508,garden,way,1232937980
Heritage and Nature Park,16.4038337,120.5867361,park,way,1318372637
Centennial Garden,16.4147011,120.6129198,garden,way,1385115361
Cavaliers Park,16.3618533,120.6193091,park,relation,1566980
La Trinidad Strawberry Farm,16.4531524,120.5820319,attraction,relation,7917267
The Mansion Compound,16.4120756,120.6212994,attraction,relation,7918303
Oblation Grounds,16.4054594,120.5990506,park,relation,12475995
Wright Park,16.4150723,120.6183876,attraction,relation,12714120
General Emilio Aguinaldo Park,16.4119248,120.601385,park,relation,13378637
Rizal Park,16.4126336,120.5927194,park,relation,13431293
Irisan Ecopark,16.4102192,120.5596301,park,relation,13691739
Zonta Park,16.4090939,120.6013064,park,relation,13805367
Phi Omega Park,16.4087447,120.6014387,park,relation,13805666
Baguio Botanical Garden,16.4142899,120.6137614,garden,relation,14181288
Rose Garden,16.4118634,120.5934971,garden,relation,15349356
Sunshine Park,16.4064231,120.5990247,park,relation,15353902
DOT-PTA Complex,16.4068816,120.5981283,park,relation,15353903
Eco Spirituality Park,16.4089053,120.5806281,park,relation,15595350
Mini-park,16.4006394,120.6060403,garden,relation,15848930
Kennon Road View Deck,16.3751196,120.6069941,viewpoint,relation,16111634
Kennon Pavilion Park,16.3747763,120.6069378,park,relation,16111635
Malcolm Square People's Park,16.414084,120.5957476,park,relation,16114416
Pink Sisters' Convent and Chapel,16.4122131,120.6042154,attraction,relation,16115176
Harrison Night Market,16.4122444,120.5958955,attraction,relation,16117514
BGHMC Gardens,16.4016346,120.5955853,park,relation,17638972
Barangay Park,16.4160691,120.6088338,garden,relation,18772516
